missing;day_number;year;CODE;sv_date_from_db;temp;station;Tidsutsnitt:;;;;
;067;1981;1981067;08.03.1981;3.5;Hemse;;;;;
;068;1981;1981068;09.03.1981;4.5;Hemse;;;;;
;069;1981;1981069;10.03.1981;0.5;Hemse;;;;;
;070;1981;1981070;11.03.1981;-2.3;Hemse;;;;;
;071;1981;1981071;12.03.1981;-4.4;Hemse;;;;;
;072;1981;1981072;13.03.1981;-1.9;Hemse;;;;;
;073;1981;1981073;14.03.1981;-4.2;Hemse;;;;;
;074;1981;1981074;15.03.1981;-4.6;Hemse;;;;;
;075;1981;1981075;16.03.1981;-4.1;Hemse;;;;;
;076;1981;1981076;17.03.1981;-1.1;Hemse;;;;;
;077;1981;1981077;18.03.1981;-2.5;Hemse;;;;;
;078;1981;1981078;19.03.1981;1.9;Hemse;;;;;
;079;1981;1981079;20.03.1981;2.5;Hemse;;;;;
;080;1981;1981080;21.03.1981;2.1;Hemse;;;;;
;081;1981;1981081;22.03.1981;5.8;Hemse;;;;;
;082;1981;1981082;23.03.1981;4.2;Hemse;;;;;
;083;1981;1981083;24.03.1981;3.1;Hemse;;;;;
;084;1981;1981084;25.03.1981;3.4;Hemse;;;;;
;085;1981;1981085;26.03.1981;4.3;Hemse;;;;;
;086;1981;1981086;27.03.1981;0.3;Hemse;;;;;
;087;1981;1981087;28.03.1981;-0.7;Hemse;;;;;
;088;1981;1981088;29.03.1981;1.1;Hemse;;;;;
;089;1981;1981089;30.03.1981;3;Hemse;;;;;
;090;1981;1981090;31.03.1981;4.4;Hemse;;;;;
;091;1981;1981091;01.04.1981;2.9;Hemse;;;;;
;092;1981;1981092;02.04.1981;3.2;Hemse;;;;;
;093;1981;1981093;03.04.1981;3.3;Hemse;;;;;
;094;1981;1981094;04.04.1981;4.1;Hemse;;;;;
;095;1981;1981095;05.04.1981;4.1;Hemse;;;;;
;096;1981;1981096;06.04.1981;4;Hemse;;;;;
;097;1981;1981097;07.04.1981;5.8;Hemse;;;;;
;098;1981;1981098;08.04.1981;4.2;Hemse;;;;;
;099;1981;1981099;09.04.1981;7.1;Hemse;;;;;
;100;1981;1981100;10.04.1981;8;Hemse;;;;;
;101;1981;1981101;11.04.1981;7.4;Hemse;;;;;
;102;1981;1981102;12.04.1981;8.6;Hemse;;;;;
;103;1981;1981103;13.04.1981;6.8;Hemse;;;;;
;104;1981;1981104;14.04.1981;6.9;Hemse;;;;;
;105;1981;1981105;15.04.1981;5.1;Hemse;;;;;
;106;1981;1981106;16.04.1981;1.7;Hemse;;;;;
;107;1981;1981107;17.04.1981;0.6;Hemse;;;;;
;108;1981;1981108;18.04.1981;0.4;Hemse;;;;;
;109;1981;1981109;19.04.1981;2.6;Hemse;;;;;
;110;1981;1981110;20.04.1981;3.5;Hemse;;;;;
;111;1981;1981111;21.04.1981;2.6;Hemse;;;;;
;112;1981;1981112;22.04.1981;-2.3;Hemse;;;;;
;113;1981;1981113;23.04.1981;-1.2;Hemse;;;;;
;114;1981;1981114;24.04.1981;-0.8;Hemse;;;;;
;115;1981;1981115;25.04.1981;2.6;Hemse;;;;;
;116;1981;1981116;26.04.1981;3;Hemse;;;;;
;117;1981;1981117;27.04.1981;3.6;Hemse;;;;;
;118;1981;1981118;28.04.1981;2.9;Hemse;;;;;
;119;1981;1981119;29.04.1981;2.4;Hemse;;;;;
;120;1981;1981120;30.04.1981;2.6;Hemse;;;;;
;121;1981;1981121;01.05.1981;4.1;Hemse;;;;;
;122;1981;1981122;02.05.1981;2.3;Hemse;;;;;
;123;1981;1981123;03.05.1981;1.6;Hemse;;;;;
;124;1981;1981124;04.05.1981;3.2;Hemse;;;;;
;125;1981;1981125;05.05.1981;5.9;Hemse;;;;;
;126;1981;1981126;06.05.1981;7.5;Hemse;;;;;
;127;1981;1981127;07.05.1981;4.5;Hemse;;;;;
;128;1981;1981128;08.05.1981;8;Hemse;;;;;
;129;1981;1981129;09.05.1981;11.5;Hemse;;;;;
;130;1981;1981130;10.05.1981;14.7;Hemse;;;;;
;131;1981;1981131;11.05.1981;16.2;Hemse;;;;;
;132;1981;1981132;12.05.1981;12.6;Hemse;;;;;
;133;1981;1981133;13.05.1981;10.8;Hemse;;;;;
;134;1981;1981134;14.05.1981;9.6;Hemse;;;;;
;135;1981;1981135;15.05.1981;12.6;Hemse;;;;;
;136;1981;1981136;16.05.1981;11.1;Hemse;;;;;
;137;1981;1981137;17.05.1981;14;Hemse;;;;;
;138;1981;1981138;18.05.1981;13.5;Hemse;;;;;
;139;1981;1981139;19.05.1981;10.7;Hemse;;;;;
;140;1981;1981140;20.05.1981;12.9;Hemse;;;;;
;141;1981;1981141;21.05.1981;14.2;Hemse;;;;;
;142;1981;1981142;22.05.1981;14.3;Hemse;;;;;
;143;1981;1981143;23.05.1981;16.2;Hemse;;;;;
;144;1981;1981144;24.05.1981;13.9;Hemse;;;;;
;145;1981;1981145;25.05.1981;12.2;Hemse;;;;;
;146;1981;1981146;26.05.1981;12.3;Hemse;;;;;
;147;1981;1981147;27.05.1981;10.9;Hemse;;;;;
;148;1981;1981148;28.05.1981;12.8;Hemse;;;;;
;149;1981;1981149;29.05.1981;13.1;Hemse;;;;;
;150;1981;1981150;30.05.1981;12.7;Hemse;;;;;
;151;1981;1981151;31.05.1981;13.6;Hemse;;;;;
;152;1981;1981152;01.06.1981;13.2;Hemse;;;;;
;153;1981;1981153;02.06.1981;16;Hemse;;;;;
;154;1981;1981154;03.06.1981;12.3;Hemse;;;;;
;155;1981;1981155;04.06.1981;12.6;Hemse;;;;;
;156;1981;1981156;05.06.1981;13.6;Hemse;;;;;
;157;1981;1981157;06.06.1981;13.8;Hemse;;;;;
;158;1981;1981158;07.06.1981;12.7;Hemse;;;;;
;159;1981;1981159;08.06.1981;14;Hemse;;;;;
;160;1981;1981160;09.06.1981;14.8;Hemse;;;;;
;161;1981;1981161;10.06.1981;14.6;Hemse;;;;;
;162;1981;1981162;11.06.1981;12.9;Hemse;;;;;
;163;1981;1981163;12.06.1981;11.3;Hemse;;;;;
;164;1981;1981164;13.06.1981;7.8;Hemse;;;;;
;165;1981;1981165;14.06.1981;9.7;Hemse;;;;;
;166;1981;1981166;15.06.1981;11.7;Hemse;;;;;
;167;1981;1981167;16.06.1981;11.4;Hemse;;;;;
;168;1981;1981168;17.06.1981;11.2;Hemse;;;;;
;169;1981;1981169;18.06.1981;12.6;Hemse;;;;;
;170;1981;1981170;19.06.1981;11.2;Hemse;;;;;
;171;1981;1981171;20.06.1981;13;Hemse;;;;;
;172;1981;1981172;21.06.1981;11.2;Hemse;;;;;
;173;1981;1981173;22.06.1981;13.9;Hemse;;;;;
;174;1981;1981174;23.06.1981;13.1;Hemse;;;;;
;175;1981;1981175;24.06.1981;13.7;Hemse;;;;;
;176;1981;1981176;25.06.1981;13.4;Hemse;;;;;
;177;1981;1981177;26.06.1981;13.9;Hemse;;;;;
;178;1981;1981178;27.06.1981;14.2;Hemse;;;;;
;179;1981;1981179;28.06.1981;14.4;Hemse;;;;;
;180;1981;1981180;29.06.1981;16.6;Hemse;;;;;
;181;1981;1981181;30.06.1981;13.1;Hemse;;;;;
;182;1981;1981182;01.07.1981;12.7;Hemse;;;;;
;183;1981;1981183;02.07.1981;13.9;Hemse;;;;;
;184;1981;1981184;03.07.1981;14.8;Hemse;;;;;
;185;1981;1981185;04.07.1981;15.3;Hemse;;;;;
;186;1981;1981186;05.07.1981;15.2;Hemse;;;;;
;187;1981;1981187;06.07.1981;14.5;Hemse;;;;;
;188;1981;1981188;07.07.1981;16;Hemse;;;;;
;189;1981;1981189;08.07.1981;16.8;Hemse;;;;;
;190;1981;1981190;09.07.1981;16.5;Hemse;;;;;
;191;1981;1981191;10.07.1981;17.3;Hemse;;;;;
;192;1981;1981192;11.07.1981;19.3;Hemse;;;;;
;193;1981;1981193;12.07.1981;18.9;Hemse;;;;;
;194;1981;1981194;13.07.1981;17;Hemse;;;;;
;195;1981;1981195;14.07.1981;16.5;Hemse;;;;;
;196;1981;1981196;15.07.1981;15;Hemse;;;;;
;197;1981;1981197;16.07.1981;15.7;Hemse;;;;;
;198;1981;1981198;17.07.1981;13.3;Hemse;;;;;
;199;1981;1981199;18.07.1981;13.6;Hemse;;;;;
;200;1981;1981200;19.07.1981;15.3;Hemse;;;;;
;201;1981;1981201;20.07.1981;14.4;Hemse;;;;;
;202;1981;1981202;21.07.1981;14.3;Hemse;;;;;
;203;1981;1981203;22.07.1981;15.8;Hemse;;;;;
;204;1981;1981204;23.07.1981;15.7;Hemse;;;;;
;205;1981;1981205;24.07.1981;16.9;Hemse;;;;;
;206;1981;1981206;25.07.1981;15.8;Hemse;;;;;
;207;1981;1981207;26.07.1981;15.7;Hemse;;;;;
;208;1981;1981208;27.07.1981;16.2;Hemse;;;;;
;209;1981;1981209;28.07.1981;15.2;Hemse;;;;;
;210;1981;1981210;29.07.1981;15.4;Hemse;;;;;
;211;1981;1981211;30.07.1981;15;Hemse;;;;;
;212;1981;1981212;31.07.1981;18.1;Hemse;;;;;
;213;1981;1981213;01.08.1981;15.8;Hemse;;;;;
;214;1981;1981214;02.08.1981;16;Hemse;;;;;
;215;1981;1981215;03.08.1981;15;Hemse;;;;;
;216;1981;1981216;04.08.1981;16.1;Hemse;;;;;
;217;1981;1981217;05.08.1981;16.8;Hemse;;;;;
;218;1981;1981218;06.08.1981;17.7;Hemse;;;;;
;219;1981;1981219;07.08.1981;18.6;Hemse;;;;;
;220;1981;1981220;08.08.1981;18.6;Hemse;;;;;
;221;1981;1981221;09.08.1981;15;Hemse;;;;;
;222;1981;1981222;10.08.1981;16;Hemse;;;;;
;223;1981;1981223;11.08.1981;13.4;Hemse;;;;;
;224;1981;1981224;12.08.1981;16.9;Hemse;;;;;
;225;1981;1981225;13.08.1981;18.9;Hemse;;;;;
;226;1981;1981226;14.08.1981;20;Hemse;;;;;
;227;1981;1981227;15.08.1981;19.1;Hemse;;;;;
;228;1981;1981228;16.08.1981;14;Hemse;;;;;
;229;1981;1981229;17.08.1981;13;Hemse;;;;;
;230;1981;1981230;18.08.1981;14.2;Hemse;;;;;
;231;1981;1981231;19.08.1981;15.7;Hemse;;;;;
;232;1981;1981232;20.08.1981;13.9;Hemse;;;;;
;233;1981;1981233;21.08.1981;14.3;Hemse;;;;;
;234;1981;1981234;22.08.1981;13.9;Hemse;;;;;
;235;1981;1981235;23.08.1981;12.9;Hemse;;;;;
;236;1981;1981236;24.08.1981;12.6;Hemse;;;;;
;237;1981;1981237;25.08.1981;11.1;Hemse;;;;;
;238;1981;1981238;26.08.1981;10.9;Hemse;;;;;
;239;1981;1981239;27.08.1981;10.4;Hemse;;;;;
;240;1981;1981240;28.08.1981;11.1;Hemse;;;;;
;241;1981;1981241;29.08.1981;11;Hemse;;;;;
;242;1981;1981242;30.08.1981;10.9;Hemse;;;;;
;243;1981;1981243;31.08.1981;11.6;Hemse;;;;;
;244;1981;1981244;01.09.1981;12.2;Hemse;;;;;
;245;1981;1981245;02.09.1981;12.8;Hemse;;;;;
;246;1981;1981246;03.09.1981;12.4;Hemse;;;;;
;247;1981;1981247;04.09.1981;11.6;Hemse;;;;;
;248;1981;1981248;05.09.1981;13.6;Hemse;;;;;
;249;1981;1981249;06.09.1981;15;Hemse;;;;;
;250;1981;1981250;07.09.1981;12.5;Hemse;;;;;
;251;1981;1981251;08.09.1981;13.6;Hemse;;;;;
;252;1981;1981252;09.09.1981;14.5;Hemse;;;;;
;253;1981;1981253;10.09.1981;14.2;Hemse;;;;;
;254;1981;1981254;11.09.1981;13.5;Hemse;;;;;
;255;1981;1981255;12.09.1981;12.9;Hemse;;;;;
;256;1981;1981256;13.09.1981;12.2;Hemse;;;;;
;257;1981;1981257;14.09.1981;9.5;Hemse;;;;;
;258;1981;1981258;15.09.1981;6.5;Hemse;;;;;
;259;1981;1981259;16.09.1981;6.8;Hemse;;;;;
;260;1981;1981260;17.09.1981;5.8;Hemse;;;;;
;261;1981;1981261;18.09.1981;5.1;Hemse;;;;;
;262;1981;1981262;19.09.1981;7.6;Hemse;;;;;
;263;1981;1981263;20.09.1981;10.6;Hemse;;;;;
;264;1981;1981264;21.09.1981;13.7;Hemse;;;;;
;265;1981;1981265;22.09.1981;13.1;Hemse;;;;;
;266;1981;1981266;23.09.1981;13;Hemse;;;;;
;267;1981;1981267;24.09.1981;12.5;Hemse;;;;;
;268;1981;1981268;25.09.1981;13.5;Hemse;;;;;
;269;1981;1981269;26.09.1981;13.9;Hemse;;;;;
;270;1981;1981270;27.09.1981;14.5;Hemse;;;;;
;271;1981;1981271;28.09.1981;14.6;Hemse;;;;;
;272;1981;1981272;29.09.1981;14.6;Hemse;;;;;
;273;1981;1981273;30.09.1981;10.1;Hemse;;;;;
;274;1981;1981274;01.10.1981;10.5;Hemse;;;;;
;275;1981;1981275;02.10.1981;13.3;Hemse;;;;;
;276;1981;1981276;03.10.1981;13.1;Hemse;;;;;
;277;1981;1981277;04.10.1981;11.7;Hemse;;;;;
;278;1981;1981278;05.10.1981;11.3;Hemse;;;;;
;279;1981;1981279;06.10.1981;11.4;Hemse;;;;;
;280;1981;1981280;07.10.1981;12.6;Hemse;;;;;
;281;1981;1981281;08.10.1981;10.8;Hemse;;;;;
;282;1981;1981282;09.10.1981;10.8;Hemse;;;;;
;283;1981;1981283;10.10.1981;10.7;Hemse;;;;;
;284;1981;1981284;11.10.1981;7.7;Hemse;;;;;
;285;1981;1981285;12.10.1981;5.2;Hemse;;;;;
;286;1981;1981286;13.10.1981;4.1;Hemse;;;;;
;287;1981;1981287;14.10.1981;6.2;Hemse;;;;;
;288;1981;1981288;15.10.1981;3.8;Hemse;;;;;
;289;1981;1981289;16.10.1981;6.3;Hemse;;;;;
;290;1981;1981290;17.10.1981;5.6;Hemse;;;;;
;291;1981;1981291;18.10.1981;0.8;Hemse;;;;;
;292;1981;1981292;19.10.1981;3;Hemse;;;;;
;293;1981;1981293;20.10.1981;9.3;Hemse;;;;;
;294;1981;1981294;21.10.1981;8.6;Hemse;;;;;
;295;1981;1981295;22.10.1981;4.4;Hemse;;;;;
;296;1981;1981296;23.10.1981;4.9;Hemse;;;;;
;297;1981;1981297;24.10.1981;2.7;Hemse;;;;;
;298;1981;1981298;25.10.1981;1.2;Hemse;;;;;
;299;1981;1981299;26.10.1981;2.7;Hemse;;;;;
;300;1981;1981300;27.10.1981;2.8;Hemse;;;;;
;301;1981;1981301;28.10.1981;6.6;Hemse;;;;;
;302;1981;1981302;29.10.1981;7.3;Hemse;;;;;
;303;1981;1981303;30.10.1981;5.8;Hemse;;;;;
;304;1981;1981304;31.10.1981;5.4;Hemse;;;;;
;305;1981;1981305;01.11.1981;5.2;Hemse;;;;;
;306;1981;1981306;02.11.1981;5.5;Hemse;;;;;
;307;1981;1981307;03.11.1981;0.1;Hemse;;;;;
;308;1981;1981308;04.11.1981;5.9;Hemse;;;;;
;309;1981;1981309;05.11.1981;5.1;Hemse;;;;;
;310;1981;1981310;06.11.1981;2.7;Hemse;;;;;
;311;1981;1981311;07.11.1981;1.4;Hemse;;;;;
;312;1981;1981312;08.11.1981;1.5;Hemse;;;;;
;313;1981;1981313;09.11.1981;-0.7;Hemse;;;;;
;314;1981;1981314;10.11.1981;-0.1;Hemse;;;;;
;315;1981;1981315;11.11.1981;5.7;Hemse;;;;;
;316;1981;1981316;12.11.1981;1.6;Hemse;;;;;
;317;1981;1981317;13.11.1981;2.6;Hemse;;;;;
;318;1981;1981318;14.11.1981;1.9;Hemse;;;;;
;319;1981;1981319;15.11.1981;1.8;Hemse;;;;;
;320;1981;1981320;16.11.1981;2.5;Hemse;;;;;
;321;1981;1981321;17.11.1981;3;Hemse;;;;;
;322;1981;1981322;18.11.1981;4.6;Hemse;;;;;
;323;1981;1981323;19.11.1981;5.2;Hemse;;;;;
;324;1981;1981324;20.11.1981;5.4;Hemse;;;;;
;325;1981;1981325;21.11.1981;5.7;Hemse;;;;;
;326;1981;1981326;22.11.1981;3.1;Hemse;;;;;
;327;1981;1981327;23.11.1981;6.6;Hemse;;;;;
;328;1981;1981328;24.11.1981;4.8;Hemse;;;;;
;329;1981;1981329;25.11.1981;1.3;Hemse;;;;;
;330;1981;1981330;26.11.1981;-1.6;Hemse;;;;;
;331;1981;1981331;27.11.1981;-2.1;Hemse;;;;;
;332;1981;1981332;28.11.1981;4.6;Hemse;;;;;
;333;1981;1981333;29.11.1981;1.7;Hemse;;;;;
;334;1981;1981334;30.11.1981;0.8;Hemse;;;;;
;335;1981;1981335;01.12.1981;2;Hemse;;;;;
;336;1981;1981336;02.12.1981;0.8;Hemse;;;;;
;337;1981;1981337;03.12.1981;3.8;Hemse;;;;;
;338;1981;1981338;04.12.1981;2.4;Hemse;;;;;
;339;1981;1981339;05.12.1981;-1.6;Hemse;;;;;
;340;1981;1981340;06.12.1981;-6.6;Hemse;;;;;
;341;1981;1981341;07.12.1981;-2.6;Hemse;;;;;
;342;1981;1981342;08.12.1981;-4;Hemse;;;;;
;343;1981;1981343;09.12.1981;-2.5;Hemse;;;;;
;344;1981;1981344;10.12.1981;-3;Hemse;;;;;
;345;1981;1981345;11.12.1981;-4.5;Hemse;;;;;
;346;1981;1981346;12.12.1981;-2.8;Hemse;;;;;
;347;1981;1981347;13.12.1981;-10.3;Hemse;;;;;
;348;1981;1981348;14.12.1981;-12;Hemse;;;;;
;349;1981;1981349;15.12.1981;-9.6;Hemse;;;;;
;350;1981;1981350;16.12.1981;-9.8;Hemse;;;;;
;351;1981;1981351;17.12.1981;-11.9;Hemse;;;;;
;352;1981;1981352;18.12.1981;-9.3;Hemse;;;;;
;353;1981;1981353;19.12.1981;-4.1;Hemse;;;;;
;354;1981;1981354;20.12.1981;-3.6;Hemse;;;;;
;355;1981;1981355;21.12.1981;-6.5;Hemse;;;;;
;356;1981;1981356;22.12.1981;-4.8;Hemse;;;;;
;357;1981;1981357;23.12.1981;-2.7;Hemse;;;;;
;358;1981;1981358;24.12.1981;-1.1;Hemse;;;;;
;359;1981;1981359;25.12.1981;0.3;Hemse;;;;;
;360;1981;1981360;26.12.1981;-1.7;Hemse;;;;;
;361;1981;1981361;27.12.1981;-2.7;Hemse;;;;;
;362;1981;1981362;28.12.1981;-4;Hemse;;;;;
;363;1981;1981363;29.12.1981;-1.3;Hemse;;;;;
;364;1981;1981364;30.12.1981;0.3;Hemse;;;;;
;365;1981;1981365;31.12.1981;0.5;Hemse;;;;;
;001;1982;1982001;01.01.1982;0.9;Hemse;;;;;
;002;1982;1982002;02.01.1982;-1.5;Hemse;;;;;
;003;1982;1982003;03.01.1982;0.1;Hemse;;;;;
;004;1982;1982004;04.01.1982;-5.3;Hemse;;;;;
;005;1982;1982005;05.01.1982;-9.8;Hemse;;;;;
;006;1982;1982006;06.01.1982;-8.1;Hemse;;;;;
;007;1982;1982007;07.01.1982;-8.5;Hemse;;;;;
;008;1982;1982008;08.01.1982;-9.6;Hemse;;;;;
;009;1982;1982009;09.01.1982;-6.7;Hemse;;;;;
;010;1982;1982010;10.01.1982;-4;Hemse;;;;;
;011;1982;1982011;11.01.1982;-3.8;Hemse;;;;;
;012;1982;1982012;12.01.1982;-6;Hemse;;;;;
;013;1982;1982013;13.01.1982;-4.4;Hemse;;;;;
;014;1982;1982014;14.01.1982;-0.6;Hemse;;;;;
;015;1982;1982015;15.01.1982;-1.8;Hemse;;;;;
;016;1982;1982016;16.01.1982;-3.7;Hemse;;;;;
;017;1982;1982017;17.01.1982;-5.1;Hemse;;;;;
;018;1982;1982018;18.01.1982;-6.2;Hemse;;;;;
;019;1982;1982019;19.01.1982;-8.5;Hemse;;;;;
;020;1982;1982020;20.01.1982;-6.7;Hemse;;;;;
;021;1982;1982021;21.01.1982;-3.2;Hemse;;;;;
;022;1982;1982022;22.01.1982;-3.2;Hemse;;;;;
;023;1982;1982023;23.01.1982;-2.3;Hemse;;;;;
;024;1982;1982024;24.01.1982;-1.1;Hemse;;;;;
;025;1982;1982025;25.01.1982;-0.6;Hemse;;;;;
;026;1982;1982026;26.01.1982;0.8;Hemse;;;;;
;027;1982;1982027;27.01.1982;-3.5;Hemse;;;;;
;028;1982;1982028;28.01.1982;-7.2;Hemse;;;;;
;029;1982;1982029;29.01.1982;0.1;Hemse;;;;;
;030;1982;1982030;30.01.1982;-0.5;Hemse;;;;;
;031;1982;1982031;31.01.1982;-5.9;Hemse;;;;;
;032;1982;1982032;01.02.1982;-9.4;Hemse;;;;;
;033;1982;1982033;02.02.1982;-8.5;Hemse;;;;;
;034;1982;1982034;03.02.1982;-3.4;Hemse;;;;;
;035;1982;1982035;04.02.1982;-4.9;Hemse;;;;;
;036;1982;1982036;05.02.1982;-7.9;Hemse;;;;;
;037;1982;1982037;06.02.1982;-2.6;Hemse;;;;;
;038;1982;1982038;07.02.1982;0.1;Hemse;;;;;
;039;1982;1982039;08.02.1982;-3.1;Hemse;;;;;
;040;1982;1982040;09.02.1982;-1.8;Hemse;;;;;
;041;1982;1982041;10.02.1982;1.5;Hemse;;;;;
;042;1982;1982042;11.02.1982;-0.1;Hemse;;;;;
;043;1982;1982043;12.02.1982;-0.2;Hemse;;;;;
;044;1982;1982044;13.02.1982;-1.4;Hemse;;;;;
;045;1982;1982045;14.02.1982;0.2;Hemse;;;;;
;046;1982;1982046;15.02.1982;-0.3;Hemse;;;;;
;047;1982;1982047;16.02.1982;-1.4;Hemse;;;;;
;048;1982;1982048;17.02.1982;-0.3;Hemse;;;;;
;049;1982;1982049;18.02.1982;-2.8;Hemse;;;;;
;050;1982;1982050;19.02.1982;-5.3;Hemse;;;;;
;051;1982;1982051;20.02.1982;-7.3;Hemse;;;;;
;052;1982;1982052;21.02.1982;-3.9;Hemse;;;;;
;053;1982;1982053;22.02.1982;-4.2;Hemse;;;;;
;054;1982;1982054;23.02.1982;-3.4;Hemse;;;;;
;055;1982;1982055;24.02.1982;-4.4;Hemse;;;;;
;056;1982;1982056;25.02.1982;-4.2;Hemse;;;;;
;057;1982;1982057;26.02.1982;-1.3;Hemse;;;;;
;058;1982;1982058;27.02.1982;-1.5;Hemse;;;;;
;059;1982;1982059;28.02.1982;-1.5;Hemse;;;;;
;060;1982;1982060;01.03.1982;0.6;Hemse;;;;;
;061;1982;1982061;02.03.1982;1.4;Hemse;;;;;
;062;1982;1982062;03.03.1982;1.6;Hemse;;;;;
;063;1982;1982063;04.03.1982;1.7;Hemse;;;;;
;064;1982;1982064;05.03.1982;-1.9;Hemse;;;;;
;065;1982;1982065;06.03.1982;-3.5;Hemse;;;;;
;066;1982;1982066;07.03.1982;-1.4;Hemse;;;;;
;067;1982;1982067;08.03.1982;-2.9;Hemse;;;;;
;068;1982;1982068;09.03.1982;-0.5;Hemse;;;;;
;069;1982;1982069;10.03.1982;1;Hemse;;;;;
;070;1982;1982070;11.03.1982;1.3;Hemse;;;;;
;071;1982;1982071;12.03.1982;1.3;Hemse;;;;;
;072;1982;1982072;13.03.1982;1.5;Hemse;;;;;
;073;1982;1982073;14.03.1982;1.2;Hemse;;;;;
;074;1982;1982074;15.03.1982;2.9;Hemse;;;;;
;075;1982;1982075;16.03.1982;2.9;Hemse;;;;;
;076;1982;1982076;17.03.1982;3;Hemse;;;;;
;077;1982;1982077;18.03.1982;2.1;Hemse;;;;;
;078;1982;1982078;19.03.1982;0.7;Hemse;;;;;
;079;1982;1982079;20.03.1982;1.1;Hemse;;;;;
;080;1982;1982080;21.03.1982;-1;Hemse;;;;;
;081;1982;1982081;22.03.1982;-0.6;Hemse;;;;;
;082;1982;1982082;23.03.1982;1.6;Hemse;;;;;
;083;1982;1982083;24.03.1982;1.9;Hemse;;;;;
;084;1982;1982084;25.03.1982;4.8;Hemse;;;;;
;085;1982;1982085;26.03.1982;5.4;Hemse;;;;;
;086;1982;1982086;27.03.1982;5.8;Hemse;;;;;
;087;1982;1982087;28.03.1982;3.7;Hemse;;;;;
;088;1982;1982088;29.03.1982;2.2;Hemse;;;;;
;089;1982;1982089;30.03.1982;-0.2;Hemse;;;;;
;090;1982;1982090;31.03.1982;2.8;Hemse;;;;;
;091;1982;1982091;01.04.1982;5.5;Hemse;;;;;
;092;1982;1982092;02.04.1982;3.2;Hemse;;;;;
;093;1982;1982093;03.04.1982;5.7;Hemse;;;;;
;094;1982;1982094;04.04.1982;5;Hemse;;;;;
;095;1982;1982095;05.04.1982;2.9;Hemse;;;;;
;096;1982;1982096;06.04.1982;4.6;Hemse;;;;;
;097;1982;1982097;07.04.1982;4.5;Hemse;;;;;
;098;1982;1982098;08.04.1982;4.5;Hemse;;;;;
;099;1982;1982099;09.04.1982;0.6;Hemse;;;;;
;100;1982;1982100;10.04.1982;3.5;Hemse;;;;;
;101;1982;1982101;11.04.1982;2.6;Hemse;;;;;
;102;1982;1982102;12.04.1982;0.6;Hemse;;;;;
;103;1982;1982103;13.04.1982;0.5;Hemse;;;;;
;104;1982;1982104;14.04.1982;3.4;Hemse;;;;;
;105;1982;1982105;15.04.1982;2.5;Hemse;;;;;
;106;1982;1982106;16.04.1982;3.5;Hemse;;;;;
;107;1982;1982107;17.04.1982;5.1;Hemse;;;;;
;108;1982;1982108;18.04.1982;3.3;Hemse;;;;;
;109;1982;1982109;19.04.1982;1.5;Hemse;;;;;
;110;1982;1982110;20.04.1982;3;Hemse;;;;;
;111;1982;1982111;21.04.1982;0.3;Hemse;;;;;
;112;1982;1982112;22.04.1982;1.4;Hemse;;;;;
;113;1982;1982113;23.04.1982;2.6;Hemse;;;;;
;114;1982;1982114;24.04.1982;5.8;Hemse;;;;;
;115;1982;1982115;25.04.1982;6.8;Hemse;;;;;
;116;1982;1982116;26.04.1982;4.7;Hemse;;;;;
;117;1982;1982117;27.04.1982;4.9;Hemse;;;;;
;118;1982;1982118;28.04.1982;5.7;Hemse;;;;;
;119;1982;1982119;29.04.1982;4.6;Hemse;;;;;
;120;1982;1982120;30.04.1982;5;Hemse;;;;;
;121;1982;1982121;01.05.1982;5.1;Hemse;;;;;
;122;1982;1982122;02.05.1982;3.8;Hemse;;;;;
;123;1982;1982123;03.05.1982;4.5;Hemse;;;;;
;124;1982;1982124;04.05.1982;6;Hemse;;;;;
;125;1982;1982125;05.05.1982;5.8;Hemse;;;;;
;126;1982;1982126;06.05.1982;5.1;Hemse;;;;;
;127;1982;1982127;07.05.1982;7.2;Hemse;;;;;
;128;1982;1982128;08.05.1982;6.9;Hemse;;;;;
;129;1982;1982129;09.05.1982;6.5;Hemse;;;;;
;130;1982;1982130;10.05.1982;6.8;Hemse;;;;;
;131;1982;1982131;11.05.1982;8.2;Hemse;;;;;
;132;1982;1982132;12.05.1982;9.2;Hemse;;;;;
;133;1982;1982133;13.05.1982;9.9;Hemse;;;;;
;134;1982;1982134;14.05.1982;8.1;Hemse;;;;;
;135;1982;1982135;15.05.1982;9.6;Hemse;;;;;
;136;1982;1982136;16.05.1982;10.5;Hemse;;;;;
;137;1982;1982137;17.05.1982;12.5;Hemse;;;;;
;138;1982;1982138;18.05.1982;12.7;Hemse;;;;;
;139;1982;1982139;19.05.1982;7.7;Hemse;;;;;
;140;1982;1982140;20.05.1982;7.6;Hemse;;;;;
;141;1982;1982141;21.05.1982;8.3;Hemse;;;;;
;142;1982;1982142;22.05.1982;7.8;Hemse;;;;;
;143;1982;1982143;23.05.1982;6.9;Hemse;;;;;
;144;1982;1982144;24.05.1982;10.5;Hemse;;;;;
;145;1982;1982145;25.05.1982;11.8;Hemse;;;;;
;146;1982;1982146;26.05.1982;13.8;Hemse;;;;;
;147;1982;1982147;27.05.1982;15.2;Hemse;;;;;
;148;1982;1982148;28.05.1982;15.4;Hemse;;;;;
;149;1982;1982149;29.05.1982;13.1;Hemse;;;;;
;150;1982;1982150;30.05.1982;12.5;Hemse;;;;;
